Type,LMMR,PRI,MCARI,NBNDVI
Treated,0.41743629060164283,0.6767616292158929,0.5221318678693447,0.44370260865366834
Treated,0.04290502391155202,0.2604484734622898,0.18334349860996815,0.4377257671434658
Treated,0.41726834514953154,0.23309609625673924,0.18776037103179616,0.4484166936810679
Treated,0.12019567386460608,0.48092673219191523,0.33482120085221656,0.47283373013287594
Treated,0.19518220692103322,0.5825977161802185,0.4448348709829142,0.5137024735181777
Treated,0.1745539853429908,0.37248182982432293,0.3976684825165313,0.5077938109120959
Treated,0.1958546800765789,0.28847674484079855,0.4770194774509705,0.5688458214937623
Treated,0.11124049091376599,0.36917841733753354,0.3606430414959239,0.47150222665787217
Treated,0.1195649823899733,0.4010767321037393,0.4890208361406151,0.500290846675352
Treated,0.11411238128825989,0.215040597621677,0.5439750483298548,0.5141753332789286
Treated,0.18085148410393817,0.2215866979107614,0.3959526941979098,0.49027208482440765
Treated,0.9209638993062453,0.4306163075733153,0.6827833467060582,0.4577717024844512
Treated,0.9292637660274597,0.4960338771737969,0.6141197982115717,0.4401981673936728
Treated,0.44223207820840377,0.2917378541217364,0.4487133449057673,0.4900784716920782
Treated,0.49743997205856116,0.2477457566475397,0.5345143372796013,0.48104566725398346
Treated,0.1703436466568325,0.47843441616455235,0.3543133740449839,0.45310275121714055
Treated,0.06381496447011238,0.39620127963401447,0.10762554945621719,0.42607923221417576
Treated,0.014728980895566053,0.3911026792205027,0.4428983399582953,0.4599902713737469
Treated,0.015984257192605617,0.2724300163735587,0.43955299536054715,0.43001527659321326
Treated,0.4138614733700256,0.42037460167282076,0.48185352778476154,0.4170007544794966
Treated,0.6378559366248072,0.5695568919573415,0.6662574780369717,0.5018530354562625
Treated,0.78684909958919,0.6441806528926745,0.5786388559724698,0.461352441309515
Treated,0.47441061672985796,0.5405376176521803,0.5691269256155985,0.49273171384396874
Treated,0.7815720126484826,0.7246543386903634,0.585360774852039,0.394836789430256
Treated,0.7909928264499096,0.7791580942992464,0.763528105196145,0.4031717556059718
Treated,0.824807699175361,0.7504662863688017,0.72372597898779,0.5116575118621405
Treated,0.17676206531593136,0.6348120311405736,0.5757087480344141,0.4461553903447574
Treated,0.004760213904898179,0.5218709304264568,0.09896225776519656,0.3938718338523163
Treated,0.008084082358711529,0.5374304379246205,0.1194590504339148,0.3969464143209968
Treated,0.0435129535820883,0.5152571787575019,0.07411605691973683,0.39352228635007236
Treated,0.03814272602971698,0.49819006644471536,0.09402455295518003,0.39775240693020864
Treated,0.24020709979833413,0.6292598886204663,0.13288382278802283,0.41882769202843395
Treated,0.014462755871072057,0.1690868183860251,0.2798852637270607,0.484070902503721
Treated,0.13836054142267992,0.22547250213641332,0.4935377080891283,0.4900796180158872
Treated,0.702216067307693,0.6513169671181926,0.7463374627064288,0.39633406352775885
Treated,0.7062128607580135,0.6825827312783534,0.5166747722415552,0.45302779055549586
Treated,0.19942932052437565,0.6891452749056003,0.16984998676055751,0.4421744153999682
Treated,0.46898656037838754,0.6750930094996488,0.39351667438488486,0.4179085446524773
Treated,0.8091011554194474,0.6578872772645425,0.8296076246049153,0.4699776975419613
Treated,0.7657756883615082,0.7081190793963663,0.813389727519979,0.4620676426176674
Treated,0.23700602049073077,0.4771126301408257,0.14355403096462369,0.42223145150251123
Treated,0.2947162714990308,0.7228975960490396,0.44286505767108064,0.44618995752973073
Treated,0.06958636306063448,0.5672384088546413,0.0875522844447957,0.45605810564668037
Treated,0.17650918788427922,0.33969014131316677,0.569057503961653,0.5521099843691778
Treated,0.09991798431374734,0.2355266283947718,0.44554282308139076,0.4868808315273902
Treated,0.07440479559100724,0.5608996608392621,0.284877252248395,0.39129170621690773
Treated,0.07796312515072577,0.48688791288924205,0.6098277447815345,0.4467845697253625
Treated,0.01333567358806194,0.29529496941905053,0.4577912513914643,0.48954464429751504
Treated,0.023646039066791344,0.30111674701602,0.46207529283356197,0.49032407788897214
Treated,0.20195263249340267,0.6691697011725232,0.6314580127190698,0.42817290069766606
Treated,0.011822570049085981,0.3568295385694703,0.5745912039057957,0.4807132388854268
Treated,0.11107498223667726,0.5081018659940539,0.5960857594493766,0.5240821710022571
Treated,0.19664984998033547,0.44470154066737666,0.5806577894969623,0.47394620683439315
Treated,0.18273349015201612,0.46137592200440525,0.1959159835337538,0.427054755149169
Treated,0.9997399535818666,0.46781840245317674,0.9523654597037957,0.803210652952726
Treated,0.17319617763937242,0.37952650767840845,0.5618024626817746,0.5892235851099913
Treated,0.2978757701976027,0.7465232114241882,0.7806650052247269,0.44272653907184367
Treated,0.44099627000563424,0.6588138690621408,0.700259811218931,0.45416969741068164
Treated,0.3048905496395939,0.6289338602178661,0.5899038766299197,0.4434395590529958
Treated,0.13763960046532284,0.6228613051706096,0.601735056863667,0.44785738762994193
Treated,0.11106272376339657,0.4577957692255945,0.5220188194164664,0.4423392603007448
Treated,0.4218881690468396,0.620054537779774,0.35278482693319074,0.4350570406399248
Treated,0.01944465252121054,0.5727145118054484,0.1878077163844794,0.40257715381046955
Treated,0.1314431246239631,0.5822953341178473,0.7137743629296931,0.4827646479794465
Treated,0.25868686129058466,0.5121583985136189,0.4908161132427457,0.3846370999859923
Treated,0.5416330374049895,0.6159947408148233,0.5934296902225433,0.42064731926342946
Treated,0.01139378005052128,0.48433254318074503,0.23455444162854724,0.3961365968643044
Treated,0.10855366709759418,0.7459963070811477,0.4625615025727062,0.4389830846680072
Treated,0.02169220414906341,0.45944802704587595,0.20850742137844833,0.410526656360396
Treated,0.033642236626429706,0.4436351884558274,0.32601676112201505,0.4020596119062388
Treated,0.00859106068802704,0.4300506009776269,0.5186934711251813,0.4837423676291588
Treated,0.0075254471238236295,0.30710464518138725,0.42073908857774367,0.5101619808543846
Treated,0.024971725789477678,0.6003185128094889,0.4220600087918425,0.42836471960096856
Treated,0.02665639834587337,0.5967021539107609,0.11548195803988667,0.4125417177343896
Treated,1.5738002630517474e-4,0.14675039071093612,0.09034795367725075,0.426170873093877
Treated,0.002455049169361674,0.23412843518394366,0.3050605280622089,0.47781430781617423
Treated,0.057985633059906824,0.6210636949281674,0.5121536604212975,0.5203058853213219
Treated,0.011828755974142296,0.4650536822633535,0.4536480446921114,0.512141198460207
Treated,0.009197783784150721,0.2863073047818864,0.3531971107445325,0.5009773362554782
Treated,0.021836748431085348,0.34294372520082306,0.48774686413054347,0.526788018403037
Treated,0.09497144236604368,0.4114594133161893,0.25838298082299815,0.4970553168027765
Treated,0.04465614861842516,0.4501745631960584,0.12734388460426846,0.4639782104869539
Treated,0.008078533907534833,0.21830944021621632,0.5718285611129388,0.632539737244356
Treated,0.019949262498823922,0.3440509875712977,0.34216565682758204,0.5248409288464507
Treated,0.01769521279576125,0.3652327427488574,0.27321660092742217,0.5578200209917616
Treated,0.07550990347677525,0.4632961752276056,0.3995518216838674,0.5935906605311267
Treated,0.05815704681660304,0.5689806011036742,0.2963933452591423,0.550738831805504
Treated,0.10826235082688943,0.4035934775089761,0.783225823769981,0.7572479569110186
Treated,3.13347687443254e-4,0.30849931913381257,0.28532705853257767,0.5513100856825158
Treated,0.039346075622343844,0.4385852045580582,0.27161004061203714,0.5756980671764333
Treated,0.08580791982375656,0.5127702483824017,0.6015352073226574,0.596718875718248
Treated,0.03438110258353575,0.2966295831095481,0.5932644689182798,0.6187531600685859
Treated,0.060194650371568306,0.3921949637315399,0.13834570070468633,0.4046300393183459
Treated,0.2512896591660009,0.47947053251967997,0.4910447775947986,0.46816851274524485
Treated,0.005068151470484754,0.1760910561070841,0.27576860592415003,0.46204293096377547
Treated,0.009971924609881656,0.20569016169429755,0.3180479452189642,0.4780498771137958
Treated,0.017362940468142997,0.5377685623658227,0.23966254204459558,0.526371408390005
Treated,0.015296611424361737,0.35899862467889654,0.2981785568540515,0.5528407393287129
Treated,0.0019450882286845923,0.2628434241923564,0.3423434253163825,0.4989864190365484
Treated,0.003873411664627339,0.3321459927641149,0.27266078676489525,0.45409737059933253
Treated,0.005906115871986897,0.4156394030479061,0.3595176799004822,0.5527450367512232
Treated,8.450684669967176e-4,0.39228424301169684,0.12959861430988306,0.4955946810681226
Treated,0.3704368562291153,0.5157217693959687,0.5009175014946116,0.5452763848123184
Treated,0.01861306392479636,0.3683843324418218,0.5215055883630163,0.601101328370542
Treated,0.3450654303782731,0.7077384500968706,0.36799334895432967,0.41300499974215354
Treated,0.053272334736019646,0.42709369904781236,0.3226747312207878,0.43700788934173096
Treated,0.010377182059680272,0.2514463422464614,0.18427323614075591,0.43144853048399423
Treated,0.0013770472076999815,0.22944953148440733,0.15508114114759058,0.4255593828514579
Treated,0.01580932006248043,0.46861005792411414,0.2782699145697569,0.4829429280476518
Treated,0.018781305917569248,0.4933014183591382,0.1922374650957816,0.44920482684258367
Treated,0.18337634223520313,0.44783265423040747,0.6069221596521794,0.5576885548317198
Treated,0.06769834869265058,0.369873360659992,0.48892206948236955,0.5421301957856938
Treated,0.0044813192380360155,0.372466010239236,0.0668766815924535,0.47732432295157706
Treated,0.0012438897737488866,0.37593136336796323,0.045333722662071065,0.43949652778901716
Treated,0.003367516604299702,0.28154010059025525,0.3114353899034491,0.4373141351160583
Treated,0.03376580331590061,0.3094485982742669,0.470516871525175,0.45474128719735624
Treated,0.10011462170659476,0.37809113382672216,0.2922309615195444,0.3931739367838986
Treated,0.35117787893309527,0.4297865409691999,0.6499690796392141,0.4748029586967461
Treated,0.07329540043786606,0.31947831437533747,0.3968584309944784,0.4789106291152726
Treated,0.17378860178902966,0.32961392214681895,0.4451072044962684,0.5157974191657557
Treated,0.032995086163706215,0.6118101972698026,0.09997423731608619,0.4596758970264899
Treated,0.0027344741695042615,0.421783327478661,0.1056078560680119,0.4678695756445031
Treated,0.027650809355851874,0.3090899562532652,0.4430666579402603,0.47748440943345605
Treated,0.03051211676286586,0.245423328419314,0.3603694148627134,0.4660288564545188
Treated,0.014106351988476066,0.3291651953703578,0.12838937562561673,0.4470252371117908
Treated,0.005015787036194828,0.4028039395442504,0.18601109019732986,0.4798526707234014
Treated,0.3101223624452383,0.43808816288836655,0.5816814832376884,0.5950413960328699
Treated,0.008149610072635859,0.2367555544864033,0.4672214754081851,0.5395864886031698
Treated,0.04969914355196649,0.38153212619173593,0.5079375273146838,0.43306703343857555
Treated,0.252358776691103,0.5553681926762802,0.2931577297556758,0.43692357069487686
Treated,0.017031883822162093,0.2563930242948175,0.30852956441997964,0.44957534597140625
Treated,0.026662610125589296,0.30101686286981455,0.46240079941326606,0.5040658200622848
Treated,0.003392031720244336,0.4140254741027141,0.12828906738094376,0.4158567324325113
Treated,0.00545562948860645,0.41882493487191086,0.1277025010117149,0.4273340457030395
Treated,5.80852975038072e-4,0.16128403566627833,0.18876233305802667,0.44393270619225267
Treated,0.004146581502230832,0.376670380607438,0.4958158218717257,0.4494181249573644
Treated,0.00190497823980595,0.3823680057882436,0.12379265594235916,0.4446998284978541
Treated,0.005828566480592237,0.5498399051650575,0.3531822736456284,0.48820740119781714
Treated,0.006456771907067656,0.30592389377007323,0.5128434107746033,0.5085982607206896
Treated,0.0015923060209980249,0.17806028392741347,0.35634033090473616,0.4857355758071032
Treated,0.041598229008113476,0.539423434428729,0.12929992220265857,0.4040909118038723
Treated,0.1391082154323449,0.6768122688102509,0.37698989093220847,0.43158997337525795
Treated,0.03934265297150485,0.481649870919734,0.4456400331426512,0.5309608558416928
Treated,0.0047824337002390525,0.29348544241051,0.3432657458359879,0.5178539408569531
Treated,0.04792044952355875,0.5291433215101503,0.18394846410498314,0.46265089924759367
Treated,0.0956628707663215,0.7346661990358603,0.23566600551151096,0.49194144859838923
Treated,0.013046321926348678,0.5937919770659885,0.250634516287377,0.519427083310744
Treated,0.010337068175932483,0.3446547185557465,0.27578156785776076,0.5017623009580185
Treated,0.01314392349824957,0.6100391919293834,0.026546953462488265,0.44922875865575557
Treated,0.05933024366706716,0.6160014076046568,0.4913937807881047,0.6615609772373048
Treated,8.29809450790931e-4,0.2840354383293885,0.26445856336870693,0.49918856164577285
Treated,0.002729916309373186,0.4202192490933831,0.17558516617513342,0.5034031124065649
Treated,0.11027144130689234,0.5798964779180392,0.7516774519546883,0.44142262005761734
Treated,0.2358841728878212,0.7671895756944984,0.6558883785871751,0.43434708960880786
Treated,0.0034211012259194266,0.24122391024653775,0.3316565694592591,0.41728150073152026
Treated,0.017754352235908943,0.339104271361483,0.47700715082583456,0.47311288583723254
Treated,0.19694465724439794,0.6201512177450428,0.5889777154435715,0.4915410846511329
Treated,0.09852716414716886,0.6658300936013501,0.27333754553159684,0.4160458740593359
Treated,0.02485823447050306,0.6376960724239853,0.29421296210975156,0.4595062826717613
Treated,0.6236451042942933,0.432085284154612,0.6882140258871914,0.6153050480459572
Treated,0.4189272591371049,0.5959694444590327,0.608565653219967,0.4494207404699081
Treated,0.01059042490850419,0.3998854797955883,0.27108777220126945,0.40662589822188644
Treated,0.021758591776541207,0.23438277611235894,0.2764657532660596,0.44799728093038604
Treated,0.012344700723439213,0.21504439869112882,0.43587693783409986,0.5333110908079053
Treated,0.0675890786237617,0.7559922560893283,0.7295165508920829,0.47057584707258737
Treated,0.27617195563684127,0.6699935360531506,0.6521086761070224,0.4634090606044306
Treated,0.005131404944631478,0.34007205570260424,0.3008601325187257,0.46438762027602293
Treated,0.019191550641549947,0.38715619569506515,0.4980310639234518,0.5163247975509894
Treated,0.03378005933798328,0.7297582269358724,0.5405418263357658,0.4415672719041186
Treated,0.037745014291240546,0.7160337605520616,0.4171648283713164,0.4298454095564026
Treated,0.0022962358033805906,0.22914829391599137,0.39396122861847355,0.4817454940900489
Treated,0.017796953691975485,0.21557574456535486,0.2613702066808514,0.4641548719399697
Treated,0.16954351838892637,0.5583029451954981,0.20318763760120895,0.42223958413343277
Treated,0.09943896237072039,0.4455085382400601,0.13933722373080254,0.4190676781783765
Treated,0.012115070927187499,0.4021507259662093,0.5313237320569979,0.5285802084127542
Treated,0.05231381760804949,0.32528891271956833,0.6574158769255991,0.5956527938291212
Treated,0.42648007769145185,0.7716113232943971,0.8406402231391232,0.4763315734029174
Treated,0.18551182973793268,0.6730819547328389,0.6803670010673304,0.45761593290472524
Treated,0.005771508699997439,0.3105384978562778,0.34695832122675063,0.45984782402998514
Treated,0.021689397108497478,0.36648979357482625,0.46214391015877243,0.47771127175419376
Treated,0.01997777894598223,0.5744874175312491,0.1898945366389023,0.501926293910113
Treated,0.03507386227187772,0.6732098329044812,0.30923207001905795,0.4481347791162943
Treated,0.008528554332209474,0.28721602727168943,0.311124860779967,0.46784853146009786
Treated,0.8705489499279728,0.562355216983452,0.8336247880256132,0.6727504569216408
Treated,0.11014452882452812,0.6919773657821051,0.42976264274717724,0.46182259809036985
Treated,0.009501459680837071,0.3600519048143851,0.32166027501675976,0.4766981309641199
Treated,0.14241318687112542,0.4552553909120675,0.5180119959085987,0.4830202744729279
Treated,0.01061850120672439,0.3449289750822566,0.4901850741219855,0.4894254022360982
Treated,0.13044484853089242,0.7636979289981289,0.509816372504184,0.44764079496011316
Treated,0.012064497372318324,0.7658020583112823,0.6281200158895629,0.44264736365564294
Treated,8.226005273282643e-4,0.33329238370028946,0.3206487282216497,0.4660228040977189
Treated,0.008328487954698347,0.33514901866739233,0.2694225477147373,0.46313487770799183
Treated,0.03687500093157452,0.6591888121237708,0.2889087508060264,0.4283560127918585
Treated,0.05733049491590187,0.6712249605548545,0.6855657826558711,0.5052907325700657
Treated,0.01312717646174251,0.3248564723704245,0.599356346272233,0.5101214358368912
Treated,0.004538001030843685,0.3134516176681071,0.2748520886731649,0.43897979848198726
Treated,0.02024506694454653,0.43190841460810114,0.09234759140268076,0.45204222187161386
Treated,0.3662649669514451,0.4049372156382317,0.5483869131611101,0.5583295669551971
Treated,0.010222776754845595,0.26532169219465357,0.564050564743037,0.4970827445130391
Treated,0.046857440945073124,0.30884381900676194,0.4984880490342691,0.4622420499085369
Untreated,0.9967827840054405,0.5467432161598984,0.3948597929582924,0.44223787070858156
Untreated,0.9992728058236795,0.550748684371611,0.22344363255886238,0.4418492505535757
Untreated,0.8684831282245801,0.399487777313603,0.35515810205304865,0.4727954867889879
Untreated,0.9872250410849844,0.5847349360438931,0.6707295457318546,0.5863806871471745
Untreated,0.970788138000094,0.6624960779411877,0.6007676516545692,0.469960918334778
Untreated,0.9952358890721265,0.4224646102563406,0.6853339263331304,0.5555451205709421
Untreated,0.9976967041100494,0.619129299133837,0.7674877485803141,0.5789496502575396
Untreated,0.9897168512254348,0.37267724558671694,0.32096191021710874,0.5947837814518144
Untreated,0.9999756182571887,0.571381125459157,0.9038560964063975,0.7838171639136982
Untreated,0.9998982803360713,0.5979961920021029,0.8983805031556821,0.8061524934905187
Untreated,0.9998402977854866,0.6831625544011385,0.8315432626621926,0.5493101626003519
Untreated,0.9109356110658635,0.5623456728357151,0.47780101674582587,0.4540592999473492
Untreated,0.9858704049789817,0.3814008087561732,0.4207735578795514,0.4988397799339168
Untreated,0.9985669673843371,0.43223522521751373,0.8736970800437276,0.6986748237461372
Untreated,0.9850736189976151,0.7750635917227191,0.5733569624725529,0.39203871776476357
Untreated,0.9863876319662227,0.5582348871763068,0.5573333343388854,0.45312522151975637
Untreated,0.9852443350616255,0.7435898206192981,0.6807785637116671,0.5580076964753149
Untreated,0.9518405495128962,0.3688402745765564,0.28744697816187204,0.41304066871051875
Untreated,0.992802579185535,0.6932955884087129,0.3208606048219398,0.4574851768469409
Untreated,0.9916398636303821,0.45499483236529525,0.8187574489306109,0.638343572198151
Untreated,0.7974080957813534,0.4904156482883288,0.6455831150639314,0.6897804439290904
Untreated,0.9969988362524588,0.4651249251784392,0.6401153665058075,0.47548437493557655
Untreated,0.9933616987170448,0.49240241174452765,0.6502967078508066,0.3920490781883542
Untreated,0.9834547579463495,0.5387997652622573,0.5464028561636612,0.3975103454650961
Untreated,0.9559854202930655,0.5048532951363865,0.6419306228988679,0.4473131861830682
Untreated,0.9868254496549673,0.5796617122464458,0.7737421777110707,0.470336096198585
Untreated,0.9968487768524081,0.6942935253891928,0.5802325563000377,0.402694925890629
Untreated,0.993718494639097,0.3540868881887934,0.603664348568261,0.5140520058297855
Untreated,0.9945076121225749,0.612625247806202,0.6256055000107414,0.5459466533518877
Untreated,0.9489632375918118,0.4657938604386714,0.4384137077988246,0.4295884985180365
Untreated,0.9983784530152815,0.6512173788247225,0.5687418264879914,0.42967618029533533
Untreated,0.976460617441114,0.48615935957470924,0.5212302289613113,0.51377629707228
Untreated,0.9685970080374585,0.5343147227465083,0.7970033645633767,0.565944794763084
Untreated,0.9937010441631782,0.6084856703815398,0.7161162393748272,0.447120462663299
Untreated,0.9924742391986874,0.7912795179877281,0.7189946189297581,0.40542418757226883
Untreated,0.996835874395031,0.4889650793286734,0.27802650412405644,0.4121670162194549
Untreated,0.9798016172965892,0.6760133122732933,0.3336013441075646,0.4580823825298329
Untreated,0.9966221715318303,0.6337022465785527,0.5660478480972679,0.47175206974870854
Untreated,0.8508396372823291,0.4485244734262683,0.287365648917117,0.3990807122121793
Untreated,0.9866308053938169,0.46807709005379744,0.6751018961272276,0.5267774084919932
Untreated,0.9084648086936318,0.5062253262278436,0.20795273223939448,0.4427243214058286
Untreated,0.998053704007858,0.7458464913208285,0.5781747400117552,0.43290879572287067
Untreated,0.9137438281423241,0.30581274375238177,0.2438321503128876,0.4025044848986551
Untreated,0.979069733586442,0.567364781523324,0.6670606914101744,0.4807000750491726
Untreated,0.9995712346150533,0.6408816900117204,0.6719040081295494,0.5127629680699433
Untreated,0.9507068027920491,0.46446042764456,0.42636768203987135,0.3776687933480779
Untreated,0.9831040660406816,0.42721896546746463,0.5518797902235417,0.481587264270936
Untreated,0.9993847657085484,0.6565588886856741,0.7842715867969189,0.6172427928726071
Untreated,0.9961490265020152,0.4945101917427136,0.7302633570758851,0.48845124124178635
Untreated,0.941727906936272,0.5360574584093314,0.520450282992853,0.4474120911420989
Untreated,0.9893459953931697,0.3984099374120009,0.7312295447278931,0.5625724271748962
Untreated,0.9854154799190014,0.5561371216764506,0.5366493224133825,0.5168675841501861
Untreated,0.6790766144947465,0.296979458360541,0.26875413638918877,0.47678103574956276
Untreated,0.9895796717439439,0.6064773175620597,0.6481842083635361,0.6196896122953399
Untreated,0.9764473326675073,0.2855319401926125,0.4013371270114469,0.5144766269445932
Untreated,0.9912583918629364,0.5223562507044432,0.6933964243710592,0.4283171578464997
Untreated,0.9977579559106359,0.6161096484976083,0.7281611697753674,0.4688616080913544
Untreated,0.9066590788140894,0.46863582184320796,0.5401822312499696,0.502856404068577
Untreated,0.9991149363397304,0.5274260686028792,0.5575702289471498,0.4003331599331131
Untreated,0.9803348975317104,0.5863258493426702,0.7267721606102105,0.4677953136076765
Untreated,0.9989353490083203,0.4090164793327514,0.6748233067003818,0.5600673098537476
Untreated,0.9930096677883559,0.2949984884606139,0.29675155046152707,0.4491424781178245
Untreated,0.9637083726821187,0.5761205141988449,0.324149054835555,0.39103986766747945
Untreated,0.9842204756184096,0.6555131854950345,0.6894210464117865,0.52798184482629
Untreated,0.4287797817085668,0.32270490095054505,0.2635937734479889,0.5458515334379419
Untreated,0.9973748506854843,0.44940685309713807,0.8133736721161087,0.676249126668936
Untreated,0.9998848194462164,0.5146588593085841,0.8329445639822093,0.48866379343060384
Untreated,0.9871975168794344,0.5686356016753369,0.7324750476340245,0.38485583676663054
Untreated,0.9942153810053216,0.46810917329102597,0.7323721567430123,0.5027165504105672
Untreated,0.7973701671078672,0.6643739798000996,0.5243202086256912,0.40890658016985815
Untreated,0.9948913202674342,0.7847234155316165,0.8152601619568768,0.41419424285092277
Untreated,0.9968719673497832,0.7764714626912221,0.7301062137507,0.3888797501865191
Untreated,0.9999676850592435,0.4027238849853012,0.7979895339462997,0.531156720471802
Untreated,0.8667382679957724,0.531239945207294,0.5261892055677657,0.5108184900562844
Untreated,0.901641885967563,0.47497541540360155,0.5586535243938168,0.5175980489968376
Untreated,0.34712923036075355,0.4166459869537795,0.38662563547338336,0.5431550832061506
Untreated,0.44898989749139195,0.3552962212015556,0.3664219034452928,0.4909552815522709
Untreated,0.9570637029275493,0.5931541249130662,0.6378103284515539,0.41615750744960867
Untreated,0.9709069586181237,0.65611500714638,0.5042147258077493,0.4226584937389338
Untreated,0.982761944650678,0.562049122086584,0.7487944079111569,0.48994160528193526
Untreated,0.9982898959200479,0.7005016747167316,0.6729030238040314,0.457435779196133
Untreated,0.9240082505328825,0.5538866091074114,0.7055558139332547,0.42049906512513874
Untreated,0.9790841953496611,0.48408648035820673,0.6139440759037111,0.3918763448742365
Untreated,0.9561307797743523,0.6134107044063345,0.5276464517798907,0.468994219113805
Untreated,0.9904185026232248,0.4047445030544312,0.620430275627096,0.5108166088618457
Untreated,0.9922890775047466,0.5116090560974289,0.5755961359516923,0.4442974283764616
Untreated,0.9760188110305171,0.6249851520746921,0.7670286054680446,0.41100787291503177
Untreated,0.9749162363802638,0.4814026290507107,0.5971859020289176,0.48371069414466056
Untreated,0.8125057783458682,0.4493103336250551,0.4515458801730279,0.49521811797443677
Untreated,0.9243955890085969,0.5365579141264828,0.3980909722065429,0.37088436711456885
Untreated,0.9174815092223858,0.4460578366974541,0.5778520295914178,0.39739512312971703
Untreated,0.9284741130609769,0.357565352186994,0.30371833275293103,0.4966652219458842
Untreated,0.9527136918372191,0.4157823781886496,0.5382031770430832,0.47525252262780204
Untreated,0.9797328683065878,0.7085839643273093,0.297680870874316,0.39206774622843893
Untreated,0.9976182202523187,0.512955590518783,0.8250787098186503,0.6392575432356744
Untreated,0.9301574505062898,0.33728256699432135,0.574365466298756,0.5569525638553625
Untreated,0.6763493072904999,0.5039064000624853,0.200011405283744,0.4122285303047652
Untreated,0.9147937235998398,0.6135323788229771,0.6649345686454293,0.48992646420858305
Untreated,0.9361562770718344,0.41718777962063486,0.6615288475026331,0.6173174326880205
Untreated,0.9767503906058367,0.31582285735949017,0.7470766419587194,0.5234978946113247
Untreated,0.8027370596215944,0.6144232183730716,0.4115899029422209,0.39252966988238136
Untreated,0.892875599177211,0.5823602406709439,0.7468885936786538,0.4651089285422291
Untreated,0.8906801228804113,0.46006320399008244,0.4110638749141923,0.4796613006857072
Untreated,0.9838635563763393,0.6350139812715873,0.4392775215848729,0.4582273252416646
Untreated,0.9750511026569765,0.5166285421727193,0.8003892658917465,0.41428351549804493
Untreated,0.9752347620670495,0.8019665751260798,0.6164421055328267,0.43515832919210173
Untreated,0.9470939162435571,0.5485805947233947,0.6306478720034546,0.43548559411503807
Untreated,0.9993307375781187,0.5303362310649997,0.8780498355984143,0.5367537181504758
Untreated,0.9609123711801657,0.42309216320969645,0.7239140267332161,0.5069317887667966
Untreated,0.9552693838565283,0.6244653140066615,0.42845105835146435,0.4051726651863733
Untreated,0.6543823777013414,0.4431281354969661,0.6028477104600642,0.6383526226324394
